Started Log File:     logs/MMTK 2021-06-01 12-43-59-COM5.txt
Data Source:     COM5

…LBLBLBLBáNEW_DATA	SPEED	POSITION	LOADCELL	FEEDBACK_COUNT	STATE	ESTOP	STALL	DIRECTION	INPUT_VOLTAGE	BT_FWD	BT_BAK	BT_TARE	BT_START	BT_AUX
1	618.81	8.72	-10.45	172	0	0	0	1	12.27	1	1	1	1	1	
1	600.96	7.51	-10.47	148	0	0	0	1	12.30	1	1	1	1	1	
1	582.30	6.72	-10.48	132	0	0	0	1	12.27	1	1	1	1	1	
1	548.25	5.60	-10.47	110	0	0	0	1	12.27	1	1	1	1	1	
1	519.39	4.89	-10.47	96	0	0	0	1	12.27	1	1	1	1	1	
1	472.29	3.90	-10.50	76	0	0	0	1	12.27	1	1	1	1	1	
1	435.03	3.29	-10.50	64	0	0	0	1	12.29	1	1	1	1	1	
1	393.08	2.74	-10.49	54	0	0	0	1	12.29	1	1	1	1	1	
1	330.69	2.02	-10.47	38	0	0	0	1	12.30	1	1	1	1	1	
1	281.95	1.61	-10.47	30	0	0	0	1	12.27	1	1	1	1	1	
1	211.63	1.12	-10.48	20	0	0	0	1	12.27	1	1	1	1	1	
1	159.57	0.87	-10.48	16	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.57	-10.48	10	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.37	-10.48	6	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.05	-10.48	-2	0	0	0	1	12.25	1	1	1	1	1	
1	400.64	0.00	-10.47	-2	0	0	0	1	12.25	1	1	1	1	1	
1	400.64	0.00	-10.49	-2	0	0	0	1	12.30	1	1	1	1	1	
1	400.64	0.00	-10.49	-2	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.00	-10.48	-2	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.02	-10.46	-2	0	0	0	0	12.29	1	1	1	1	1	
1	150.00	0.09	-10.48	0	0	0	0	0	12.27	1	1	1	1	1	
1	169.07	0.24	-10.48	2	0	0	0	0	12.29	1	1	1	1	1	
1	221.63	0.46	-10.45	6	0	0	0	0	12.29	1	1	1	1	1	
1	291.15	0.97	-10.46	16	0	0	0	0	12.29	1	1	1	1	1	
1	339.06	1.39	-10.46	26	0	0	0	0	12.27	1	1	1	1	1	
1	400.64	1.93	-10.46	36	0	0	0	0	12.29	1	1	1	1	1	
1	442.22	2.26	-10.49	42	0	0	0	0	12.29	1	1	1	1	1	
1	492.13	3.19	-10.48	62	0	0	0	0	12.29	1	1	1	1	1	
1	525.21	3.86	-10.47	74	0	0	0	0	12.29	1	1	1	1	1	
1	548.25	4.58	-10.48	90	0	0	0	0	12.27	1	1	1	1	1	
1	585.94	5.71	-10.48	112	0	0	0	0	12.29	1	1	1	1	1	
1	602.89	6.50	-10.49	128	0	0	0	0	12.30	1	1	1	1	1	
1	620.86	7.50	-10.50	148	0	0	0	0	12.25	1	1	1	1	1	
1	627.09	8.22	-10.50	162	0	0	0	0	12.29	1	1	1	1	1	
1	629.19	9.47	-10.48	186	0	0	0	0	12.29	1	1	1	1	1	
1	622.92	10.29	-10.48	204	0	0	0	0	12.29	1	1	1	1	1	
1	608.77	11.52	-10.48	228	0	0	0	0	12.29	1	1	1	1	1	
1	593.35	12.32	-10.48	244	0	0	0	0	12.29	1	1	1	1	1	
1	563.06	13.47	-10.46	266	0	0	0	0	12.27	1	1	1	1	1	
1	532.67	14.21	-10.47	282	0	0	0	0	12.27	1	1	1	1	1	
1	505.39	14.90	-10.49	296	0	0	0	0	12.29	1	1	1	1	1	
1	456.20	15.85	-10.49	314	0	0	0	0	12.27	1	1	1	1	1	
1	415.74	16.43	-10.49	326	0	0	0	0	12.29	1	1	1	1	1	
1	355.79	17.20	-10.47	342	0	0	0	0	12.27	1	1	1	1	1	
1	308.90	17.64	-10.46	350	0	0	0	0	12.29	1	1	1	1	1	
1	239.46	18.19	-10.48	362	0	0	0	0	12.29	1	1	1	1	1	
1	194.91	18.47	-10.47	366	0	0	0	0	12.29	1	1	1	1	1	
1	150.00	18.79	-10.48	374	0	0	0	0	12.29	1	1	1	1	1	
1	150.00	18.99	-10.48	378	0	0	0	0	12.27	1	1	1	1	1	
1	400.64	19.31	-10.47	384	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	19.84	-10.47	396	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-10.47	398	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-10.47	398	0	0	0	0	12.29	1	1	1	1	1	
1	400.64	20.00	-10.47	398	0	0	0	0	12.29	1	1	1	1	1	
1	150.00	20.00	-10.48	398	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	19.94	-10.49	398	0	0	0	1	12.30	1	1	1	1	1	
1	150.00	19.78	-10.47	394	0	0	0	1	12.29	1	1	1	1	1	
1	193.70	19.60	-10.48	390	0	0	0	1	12.29	1	1	1	1	1	
1	265.21	19.14	-10.49	382	0	0	0	1	12.29	1	1	1	1	1	
1	314.60	18.82	-10.47	376	0	0	0	1	12.30	1	1	1	1	1	
1	378.02	18.15	-10.46	362	0	0	0	1	12.29	1	1	1	1	1	
1	421.35	17.63	-10.48	352	0	0	0	1	12.29	1	1	1	1	1	
1	458.44	17.29	-10.49	344	0	0	0	1	12.29	1	1	1	1	1	
1	508.13	16.32	-10.48	326	0	0	0	1	12.27	1	1	1	1	1	
1	532.67	15.62	-10.48	311	0	0	0	1	12.27	1	1	1	1	1	
1	575.15	14.51	-10.47	288	0	0	0	1	12.27	1	1	1	1	1	
1	595.24	13.74	-10.49	274	0	0	0	1	12.29	1	1	1	1	1	
1	614.75	12.54	-10.50	250	0	0	0	1	12.29	1	1	1	1	1	
1	625.00	11.72	-10.48	232	0	0	0	1	12.27	1	1	1	1	1	
1	629.19	10.47	-10.48	208	0	0	0	1	12.27	1	1	1	1	1	
1	627.09	9.64	-10.48	192	0	0	0	1	12.29	1	1	1	1	1	
1	614.75	8.39	-10.48	166	0	0	0	1	12.29	1	1	1	1	1	
1	600.96	7.59	-10.48	150	0	0	0	1	12.27	1	1	1	1	1	
1	584.11	6.80	-10.46	134	0	0	0	1	12.29	1	1	1	1	1	
1	549.85	5.67	-10.46	112	0	0	0	1	12.27	1	1	1	1	1	
1	520.83	4.96	-10.48	98	0	0	0	1	12.27	1	1	1	1	1	
1	473.48	3.97	-10.48	78	0	0	0	1	12.27	1	1	1	1	1	
1	442.22	3.36	-10.47	66	0	0	0	1	12.29	1	1	1	1	1	
1	376.51	2.55	-10.48	50	0	0	0	1	12.27	1	1	1	1	1	
1	340.29	2.08	-10.47	40	0	0	0	1	12.29	1	1	1	1	1	
1	262.97	1.48	-10.48	28	0	0	0	1	12.29	1	1	1	1	1	
1	211.63	1.16	-10.47	22	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.81	-10.49	14	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.61	-10.48	10	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.40	-10.47	6	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.00	-10.47	-2	0	0	0	1	12.27	1	1	1	1	1	
1	400.64	0.00	-10.47	-2	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.00	-10.47	-2	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.00	-10.49	-2	0	0	0	1	12.29	1	1	1	1	1	
1	400.64	0.00	-10.49	-2	0	0	0	1	12.29	1	1	1	1	1	
1	150.00	0.02	-10.47	-2	0	0	0	0	12.29	1	1	1	1	1	
1	150.00	0.14	-10.48	0	0	0	0	0	12.27	1	1	1	1	1	
